23,1,2016
22,2,2016
23,3,2016
22,4,2016
21,5,2016
20,6,2016
19,7,2016
18,8,2016
16,9,2016
16,10,2016
14,11,2016
13,12,2016
12,1,2017
10,2,2017
12,3,2017
11,4,2017
10,5,2017
9,6,2017
9,7,2017
7,8,2017
6,9,2017
5,10,2017
4,11,2017
3,12,2017
1,1,2018
2,1,2018
31,1,2018
1,3,2018
31,3,2018
29,4,2018
29,5,2018
28,6,2018
27,7,2018
26,8,2018
24,9,2018
24,10,2018
23,11,2018
22,12,2018
21,1,2019
19,2,2019
20,3,2019
19,4,2019
18,5,2019
17,6,2019
16,7,2019
15,8,2019
14,9,2019
13,10,2019
12,11,2019
12,12,2019
10,1,2020
9,2,2020
9,3,2020
7,4,2020
7,5,2020
5,6,2020
5,6,2020
5,7,2020
3,8,2020
2,9,2020
1,10,2020
31,10,2020
30,11,2020
30,12,2020
28,1,2021
27,2,2021
28,3,2021
27,4,2021
26,5,2021
24,6,2021
23,7,2021
22,8,2021
20,9,2021
20,10,2021
19,11,2021
19,12,2021
17,1,2022
16,2,2022
18,3,2022
16,4,2022
16,5,2022
14,6,2022
13,7,2022
11,8,2022
10,9,2022
9,10,2022
8,11,2022
8,12,2022
6,1,2023
5,2,2023
7,3,2023
6,4,2023
5,5,2023
4,6,2023
3,7,2023
1,8,2023
30,8,2023
29,9,2023
28,10,2023
27,11,2023
26,12,2023
25,1,2024
24,2,2024
25,3,2024
23,4,2024
23,5,2024
21,6,2024
21,7,2024
19,8,2024
17,9,2024
17,10,2024
15,11,2024
15,12,2024
13,1,2025
12,2,2025
14,3,2025
12,4,2025
12,5,2025
11,6,2025
10,7,2025
9,8,2025
7,9,2025
7,10,2025
5,11,2025
4,12,2025
3,1,2026
1,2,2026
3,3,2026
1,4,2026
1,5,2026
31,5,2026
29,6,2026
29,7,2026
28,8,2026
26,9,2026
26,10,2026
24,11,2026
23,12,2026
22,1,2027
20,2,2027
22,3,2027
20,4,2027
20,5,2027
18,6,2027
18,7,2027
17,8,2027
15,9,2027
15,10,2027
14,11,2027
13,12,2027
12,1,2028
10,2,2028
10,3,2028
9,4,2028
8,5,2028
7,6,2028
6,7,2028
5,8,2028
3,9,2028
3,10,2028
2,11,2028
1,12,2028
31,12,2028
30,1,2029
28,2,2029
29,3,2029
28,4,2029
27,5,2029
26,6,2029
25,7,2029
23,8,2029
22,9,2029
22,10,2029
21,11,2029
20,12,2029
19,1,2030
18,2,2030
19,3,2030
18,4,2030
17,5,2030
15,6,2030
14,7,2030
13,8,2030
11,9,2030
11,10,2030
10,11,2030
9,12,2030
